Id,Author,Date,URL
27,Chad,"May 11, 2024",https://edition.cnn.com/style/dubai-building-worlds-tallest-residential-clock-tower-aeternitas-spc-intl/index.html
28,Chad,"May 12, 2024",https://edition.cnn.com/travel/close-up-photographer-of-the-year-scn-c2e-spc-intl/index.html
29,Chad,"May 13, 2024",https://edition.cnn.com/2023/09/22/sport/michael-jordan-grove-xxiii-golf-course-spt-spc-intl/index.html
30,Chad,"May 14, 2024",https://edition.cnn.com/2024/04/14/sport/wrexham-promotion-spt-intl/index.html
31,Chad,"May 15, 2024",https://edition.cnn.com/2024/04/18/sport/premier-league-efl-regulator-spt-intl/index.html
32,Chad,"May 16, 2024",https://edition.cnn.com/2024/04/17/sport/xavi-barcelona-psg-champions-league-spt-intl/index.html
33,Chad,"May 17, 2024",https://edition.cnn.com/2020/05/26/motorsport/daniel-abt-formula-e-suspended-audi-esports-spt-intl/index.html
34,Chad,"May 18, 2024",https://edition.cnn.com/2022/02/01/sport/valorant-esports-women-diversity-spt-intl/index.html
35,Chad,"May 19, 2024",https://edition.cnn.com/travel/italy-milan-ban-gelato-pizza/index.html
36,Chad,"May 20, 2024",https://edition.cnn.com/travel/what-is-an-ipa/index.html
37,Chad,"May 21, 2024",https://edition.cnn.com/2024/04/13/travel/why-scotlands-ghost-whisky-distilleries-are-coming-back-to-life/index.html
38,Chad,"May 22, 2024",https://edition.cnn.com/travel/paris-waiters-course-des-cafe-race/index.html
39,Chad,"May 23, 2024",https://edition.cnn.com/2024/04/25/markets/wall-street-reaction-gdp-report/index.html
40,Chad,"May 24, 2024",https://edition.cnn.com/2024/04/24/business/ford-earnings-ev-losses/index.html
41,Chad,"May 25, 2024",https://edition.cnn.com/2024/04/24/business/ford-earnings-ev-losses/index.html
42,Chad,"May 26, 2024",https://edition.cnn.com/2024/04/09/markets/truth-social-trump-media-stock/index.html
43,Chad,"May 27, 2024",https://edition.cnn.com/2024/04/12/india/india-general-election-explainer-intl-hnk/index.html
44,Chad,"May 28, 2024",https://edition.cnn.com/2024/04/16/china/ladakh-india-china-border-intl-hnk/index.html
45,Chad,"May 29, 2024",https://edition.cnn.com/2024/03/14/india/india-bangalore-water-crisis-impact-intl-hnk-dst/index.html
46,Chad,"May 30, 2024",https://edition.cnn.com/2024/03/18/india/ed-sheeran-punjabi-diljit-dosanjh-india-intl-hnk/index.html
47,Chad,"May 31, 2024",https://edition.cnn.com/2024/03/21/india/india-arvind-kejriwal-arrest-corruption-allegations-intl/index.html
48,Chad,"June 1, 2024",https://edition.cnn.com/2024/04/20/business/elon-musk-postpones-india-visit-intl-hnk/index.html
49,Chad,"June 2, 2024",https://edition.cnn.com/2024/04/29/tech/india-digital-payments-upi-growth-hnk-intl/index.html
50,Chad,"June 3, 2024",https://edition.cnn.com/2024/04/17/india/india-election-commission-bribe-seizure-hnk-intl/index.html
51,Chad,"June 4, 2024",https://edition.cnn.com/interactive/asequals/chibok-schoolgirl-kidnappings-nigeria-education-risks-as-equals-intl-cmd/index.html
52,Chad,"June 5, 2024",https://edition.cnn.com/2024/04/29/africa/kenya-floods-mai-mahiu-intl-hnk/index.html
53,Chad,"June 6, 2024",https://edition.cnn.com/2024/04/23/africa/african-leaders-spearhead-efforts-to-tackle-terrorism-intl/index.html
54,Chad,"June 7, 2024",https://edition.cnn.com/2024/04/26/africa/south-africas-democracy-turns-30-intl-cmd/index.html
55,Chad,"June 8, 2024",https://edition.cnn.com/2024/04/13/africa/chibok-girls-ten-years-as-equals-intl-cmd/index.html
56,Chad,"June 9, 2024",https://edition.cnn.com/2023/07/28/us/banko-brown-shooting-security-guard-fine/index.html
57,Chad,"June 10, 2024",https://edition.cnn.com/2023/06/12/golf/hadwin-security-tackle-taylor-canadian-open-spt-intl/index.html
58,Chad,"June 11, 2024",https://edition.cnn.com/2023/07/22/us/portland-good-samaritan-hospital-shooting/index.html
59,Chad,"June 12, 2024",https://edition.cnn.com/2024/04/16/us/karen-read-trial-boston-cec/index.html
60,Chad,"June 13, 2024",https://edition.cnn.com/2024/04/26/asia/george-mallory-digitized-letters-mount-everest-scn/index.html
61,Chad,"June 14, 2024",https://edition.cnn.com/2024/04/25/world/boeing-starliner-launch-spacex-delays-scn/index.html
62,Chad,"June 15, 2024",https://edition.cnn.com/2024/04/20/world/ichthyosaur-fossil-science-newsletter-wt-scn/index.html
63,Chad,"June 16, 2024",https://edition.cnn.com/2024/04/09/australia/northern-marsupial-mole-australia-sighting-intl-scli-scn/index.html
64,Chad,"June 17, 2024",https://edition.cnn.com/2024/04/29/australia/australia-women-gendered-violence-intl-hnk/index.html
65,Chad,"June 18, 2024",https://edition.cnn.com/2024/03/07/australia/mass-coral-bleaching-event-great-barrier-reef-intl-hnk-scn/index.html
66,Chad,"June 19, 2024",https://edition.cnn.com/2024/04/06/australia/australia-lehrmann-defamation-trial-auerbach-intl-hnk/index.html
67,Chad,"June 20, 2024",https://edition.cnn.com/2024/04/25/uk/london-escaped-horses-condition-gbr-scli-intl/index.html
68,Chad,"June 21, 2024",https://edition.cnn.com/2024/04/28/uk/prince-harry-return-uk-invictus-games-anniversary-intl-gbr-scli/index.html
69,Chad,"June 22, 2024",https://edition.cnn.com/2024/04/22/uk/uk-passes-rwanda-bill-intl/index.html
70,Chad,"June 23, 2024",https://edition.cnn.com/2024/04/29/europe/germany-far-right-trial-opens-intl/index.html
71,Chad,"June 24, 2024",https://edition.cnn.com/2024/04/23/europe/ukraine-consulates-mobilization-intl-latam/index.html
72,Chad,"June 25, 2024",https://edition.cnn.com/2024/04/19/india/india-russia-ukraine-one-mans-death-intl-hnk-ml/index.html
73,Chad,"June 26, 2024",https://edition.cnn.com/2024/04/17/asia/pakistan-afghanistan-flash-floods-intl-hnk/index.html
74,Chad,"June 27, 2024",https://edition.cnn.com/2024/04/22/tech/water-security-aquaai-robots-spc/index.html
75,Chad,"June 28, 2024",https://edition.cnn.com/2024/04/18/tech/labhost-cybercrime-phishing-arrests/index.html
76,Chad,"June 29, 2024",https://edition.cnn.com/2024/04/18/tech/google-fires-employees-israel/index.html
77,Chad,"June 30, 2024",https://edition.cnn.com/2024/04/20/tech/tiktok-ban-explained/index.html
78,Chad,"July 1, 2024",https://edition.cnn.com/2024/04/18/media/trump-trial-judge-scold-press-juror/index.html
79,Chad,"July 2, 2024",https://edition.cnn.com/2024/03/26/health/sleep-younger-wellness/index.html
80,Chad,"July 3, 2024",https://edition.cnn.com/2024/03/12/health/wake-up-middle-of-night-sleep-architecture-wellness/index.html
81,Chad,"July 4, 2024",https://edition.cnn.com/2024/03/24/health/counting-sheep-for-sleep-explained-wellness/index.html
82,Chad,"July 5, 2024",https://edition.cnn.com/2024/04/16/health/flexibility-strength-training-vs-stretching-wellness/index.html
83,Chad,"July 6, 2024",https://edition.cnn.com/2024/03/06/health/step-count-heart-disease-death-risk-wellness/index.html
84,Chad,"July 7, 2024",https://edition.cnn.com/2024/03/08/health/fitness-rut-recovery-wellness/index.html
85,Chad,"July 8, 2024",https://edition.cnn.com/2024/04/09/health/aging-death-why-we-die-wellness/index.html
86,Chad,"July 9, 2024",https://edition.cnn.com/2024/04/19/health/breakup-songs-taylor-swift-wellness/index.html
87,Chad,"July 10, 2024",https://edition.cnn.com/2024/04/02/health/irrational-thoughts-socratic-questions-anxiety-wellness/index.html
88,Chad,"July 11, 2024",https://edition.cnn.com/2024/03/29/health/come-together-emily-nagoski-sex-wellness/index.html
89,Chad,"July 12, 2024",https://edition.cnn.com/2024/04/23/health/parent-burnout-loneliness-survey-wellness/index.html
90,Chad,"July 13, 2024",https://edition.cnn.com/2024/03/05/health/jason-kelce-empathy-retirement-speech-wellness/index.html
91,Chad,"July 14, 2024",https://edition.cnn.com/2024/04/15/china/china-marathon-finish-line-uproar-intl-hnk-spt/index.html
92,Chad,"July 15, 2024",https://edition.cnn.com/2024/04/25/middleeast/israel-gaza-hostages-hersh-goldberg-polin-intl/index.html
93,Chad,"July 16, 2024",https://edition.cnn.com/2024/04/29/middleeast/hamas-israel-ceasefire-proposal-cairo-talks-intl/index.html
94,Chad,"July 17, 2024",https://edition.cnn.com/2024/04/22/middleeast/israeli-military-intelligence-chief-resigns-intl/index.html
95,Chad,"July 18, 2024",https://edition.cnn.com/2024/04/29/cars/ford-blue-cruise-crash-investigation/index.html
96,Chad,"July 19, 2024",https://edition.cnn.com/2024/04/29/tech/eu-investigates-meta-election-interference-foreign-disinformation/index.html
97,Chad,"July 20, 2024",https://edition.cnn.com/2024/04/21/entertainment/kevin-bacon-footloose-payson-high-school/index.html
98,Chad,"July 21, 2024",https://edition.cnn.com/2024/03/27/entertainment/the-ten-commandments-biblical-epics-testament-story-of-moses/index.html
99,Chad,"July 22, 2024",https://edition.cnn.com/2024/03/21/entertainment/beetlejuice-beetlejuice-first-trailer-michael-keaton/index.html
100,Chad,"July 23, 2024",https://edition.cnn.com/2024/04/15/entertainment/rust-film-shooting-armorer-sentencing/index.html
101,Lianne Kolirin,"July 24, 2024",https://edition.cnn.com/2024/03/25/entertainment/olivia-colman-pay-gap-gbr-scli-intl-gbr/index.html
